school,city,stateProvince,country,schoolcitystate,lon,lat
Conestoga,Berwyn,PA,USA,"Conestoga, Berwyn, PA",,
Conestoga Valley,Lancaster,PA,USA,"Conestoga Valley, Lancaster, PA",,
Connellsville Area,Connellsville,PA,USA,"Connellsville Area, Connellsville, PA",,
Conrad Weiser,Robesonia,PA,USA,"Conrad Weiser, Robesonia, PA",,
Conwell Egan Catholic,Fairless Hills,PA,USA,"Conwell Egan Catholic, Fairless Hills, PA",,
Cornell,Coraopolis,PA,USA,"Cornell, Coraopolis, PA",,
Council Rock North,Newtown,PA,USA,"Council Rock North, Newtown, PA",,
Council Rock South,Southampton,PA,USA,"Council Rock South, Southampton, PA",,
Crestwood,Mountain Top,PA,USA,"Crestwood, Mountain Top, PA",,
Cumberland Valley,Mechanicsburg,PA,USA,"Cumberland Valley, Mechanicsburg, PA",,
Dallas,Dallas,PA,USA,"Dallas, Dallas, PA",,
Dallastown Area,Dallastown,PA,USA,"Dallastown Area, Dallastown, PA",,
Delaware Valley,Milford,PA,USA,"Delaware Valley, Milford, PA",,
Delaware Valley,Philadelphia,PA,USA,"Delaware Valley, Philadelphia, PA",,
Delaware Valley-Northeast,Philadelphia,PA,USA,"Delaware Valley-Northeast, Philadelphia, PA",,
Downingtown East,Exton,PA,USA,"Downingtown East, Exton, PA",,
Downingtown West,Downingtown,PA,USA,"Downingtown West, Downingtown, PA",,
Downingtown-West Campus,Downingtown,PA,USA,"Downingtown-West Campus, Downingtown, PA",,
Dunmore,Scranton,PA,USA,"Dunmore, Scranton, PA",,
E Stroudsburg Christian Academy,East Stroudsburg,PA,USA,"E Stroudsburg Christian Academy, East Stroudsburg, PA",,
East Allegheny,North Versailles,PA,USA,"East Allegheny, North Versailles, PA",,
East Pennsboro,Enola,PA,USA,"East Pennsboro, Enola, PA",,
East Stroudsburg North,Dingmans Ferry,PA,USA,"East Stroudsburg North, Dingmans Ferry, PA",,
Easton Area,Easton,PA,USA,"Easton Area, Easton, PA",,
Eisenhower Ms,Norristown,PA,USA,"Eisenhower Ms, Norristown, PA",,
Elizabeth Forward,Elizabeth,PA,USA,"Elizabeth Forward, Elizabeth, PA",,
Elmer L Meyers,Wilkes Barre,PA,USA,"Elmer L Meyers, Wilkes Barre, PA",,
Emmaus,Emmaus,PA,USA,"Emmaus, Emmaus, PA",,
Episcopal Academy,Newtown Square,PA,USA,"Episcopal Academy, Newtown Square, PA",,
Exeter Township,Reading,PA,USA,"Exeter Township, Reading, PA",,
Fairview,Fairview,PA,USA,"Fairview, Fairview, PA",,
Farrell,Farrell,PA,USA,"Farrell, Farrell, PA",,
Father Judge,Philadelphia,PA,USA,"Father Judge, Philadelphia, PA",,
Fox Chapel Area,Pittsburgh,PA,USA,"Fox Chapel Area, Pittsburgh, PA",,
Franklin Area,Franklin,PA,USA,"Franklin Area, Franklin, PA",,
Franklin Regional,Murrysville,PA,USA,"Franklin Regional, Murrysville, PA",,
Freedom,Bethlehem,PA,USA,"Freedom, Bethlehem, PA",,
Freedom Area,Freedom,PA,USA,"Freedom Area, Freedom, PA",,
Freeport Area,Sarver,PA,USA,"Freeport Area, Sarver, PA",,
G.A.R. Memorial,Wilkes Barre,PA,USA,"G.A.R. Memorial, Wilkes Barre, PA",,
Garnet Valley,Glen Mills,PA,USA,"Garnet Valley, Glen Mills, PA",,
Gateway,Monroeville,PA,USA,"Gateway, Monroeville, PA",,
Gateway,Pittsburgh,PA,USA,"Gateway, Pittsburgh, PA",,
General McLane,Edinboro,PA,USA,"General McLane, Edinboro, PA",,
George Washington,Philadelphia,PA,USA,"George Washington, Philadelphia, PA",,
Germantown,Philadelphia,PA,USA,"Germantown, Philadelphia, PA",,
Germantown Academy,Fort Washington,PA,USA,"Germantown Academy, Fort Washington, PA",,
Governor Mifflin,Reading,PA,USA,"Governor Mifflin, Reading, PA",,
Great Valley,Malvern,PA,USA,"Great Valley, Malvern, PA",,
Greater Johnstown,Johnstown,PA,USA,"Greater Johnstown, Johnstown, PA",,
Greater Latrobe,Latrobe,PA,USA,"Greater Latrobe, Latrobe, PA",,
Greensburg Central Catholic,Greensburg,PA,USA,"Greensburg Central Catholic, Greensburg, PA",,
Greensburg-Salem,Greensburg,PA,USA,"Greensburg-Salem, Greensburg, PA",,
Hampton,Allison Park,PA,USA,"Hampton, Allison Park, PA",,
Harbor Creek,Harborcreek,PA,USA,"Harbor Creek, Harborcreek, PA",,
Harrisburg,Harrisburg,PA,USA,"Harrisburg, Harrisburg, PA",,
Harriton,Bryn Mawr,PA,USA,"Harriton, Bryn Mawr, PA",,
Haverford,Havertown,PA,USA,"Haverford, Havertown, PA",,
Haverford School,Haverford,PA,USA,"Haverford School, Haverford, PA",,
Hempfield,Landisville,PA,USA,"Hempfield, Landisville, PA",,
Hempfield Area,Greensburg,PA,USA,"Hempfield Area, Greensburg, PA",,
Henderson,West Chester,PA,USA,"Henderson, West Chester, PA",,
Hershey,Hershey,PA,USA,"Hershey, Hershey, PA",,
Hickory,Hermitage,PA,USA,"Hickory, Hermitage, PA",,
Highlands,Natrona Heights,PA,USA,"Highlands, Natrona Heights, PA",,
Hollidaysburg Area,Hollidaysburg,PA,USA,"Hollidaysburg Area, Hollidaysburg, PA",,
Holy Redeemer,Wilkes Barre,PA,USA,"Holy Redeemer, Wilkes Barre, PA",,
Hopewell,Aliquippa,PA,USA,"Hopewell, Aliquippa, PA",,
Imani Christian Academy,Pittsburgh,PA,USA,"Imani Christian Academy, Pittsburgh, PA",,
Imhotep Institute,Philadelphia,PA,USA,"Imhotep Institute, Philadelphia, PA",,
Indiana Area,Indiana,PA,USA,"Indiana Area, Indiana, PA",,
Interboro,Prospect Park,PA,USA,"Interboro, Prospect Park, PA",,
Irvington,Philadelphia,PA,USA,"Irvington, Philadelphia, PA",,
James M Coughlin,Wilkes Barre,PA,USA,"James M Coughlin, Wilkes Barre, PA",,
Jeannette,Jeannette,PA,USA,"Jeannette, Jeannette, PA",,
Kane Area,Kane,PA,USA,"Kane Area, Kane, PA",,
Karns City,Karns City,PA,USA,"Karns City, Karns City, PA",,
Kennedy Catholic,Hermitage,PA,USA,"Kennedy Catholic, Hermitage, PA",,
Kennedy Kenrick Catholic,Norristown,PA,USA,"Kennedy Kenrick Catholic, Norristown, PA",,
Keystone,Knox,PA,USA,"Keystone, Knox, PA",,
Keystone Oaks,Pittsburgh,PA,USA,"Keystone Oaks, Pittsburgh, PA",,
Kiski Area,Vandergrift,PA,USA,"Kiski Area, Vandergrift, PA",,
Kittanning,Kittanning,PA,USA,"Kittanning, Kittanning, PA",,
Knoch,Saxonburg,PA,USA,"Knoch, Saxonburg, PA",,
La Salle College,Fort Washington,PA,USA,"La Salle College, Fort Washington, PA",,
La Salle College,Glenside,PA,USA,"La Salle College, Glenside, PA",,
Lakeland,Jermyn,PA,USA,"Lakeland, Jermyn, PA",,
Lake-Lehman,Lopez,PA,USA,"Lake-Lehman, Lopez, PA",,
Lakeview,Stoneboro,PA,USA,"Lakeview, Stoneboro, PA",,
Lancaster Catholic,Lancaster,PA,USA,"Lancaster Catholic, Lancaster, PA",,
LaSalle College,Glenside,PA,USA,"LaSalle College, Glenside, PA",,
Laurellands,Uniontown,PA,USA,"Laurellands, Uniontown, PA",,
Lebanon,Lebanon,PA,USA,"Lebanon, Lebanon, PA",,
Lebanon Catholic School,Lebanon,PA,USA,"Lebanon Catholic School, Lebanon, PA",,
Lehighton Area,Lehighton,PA,USA,"Lehighton Area, Lehighton, PA",,
Liberty,Bethlehem,PA,USA,"Liberty, Bethlehem, PA",,
Ligonier Valley,Ligonier,PA,USA,"Ligonier Valley, Ligonier, PA",,
Lower Dauphin,Hummelstown,PA,USA,"Lower Dauphin, Hummelstown, PA",,
Lower Merion,Ardmore,PA,USA,"Lower Merion, Ardmore, PA",,
Loyalsock Twp,Williamsport,PA,USA,"Loyalsock Twp, Williamsport, PA",,
Mahanoy Area,Mahanoy City,PA,USA,"Mahanoy Area, Mahanoy City, PA",,
Malvern Prep,Malvern,PA,USA,"Malvern Prep, Malvern, PA",,
Manheim Central,Manheim,PA,USA,"Manheim Central, Manheim, PA",,
Manheim Township,Lancaster,PA,USA,"Manheim Township, Lancaster, PA",,
Marian Catholic,Tamaqua,PA,USA,"Marian Catholic, Tamaqua, PA",,
Marple Newtown,Newtown Square,PA,USA,"Marple Newtown, Newtown Square, PA",,
Mars Area,Mars,PA,USA,"Mars Area, Mars, PA",,
Martin Luther King,Philadelphia,PA,USA,"Martin Luther King, Philadelphia, PA",,
McCaskey,Lancaster,PA,USA,"McCaskey, Lancaster, PA",,
McDowell,Erie,PA,USA,"McDowell, Erie, PA",,
McKeesport,Mckeesport,PA,USA,"McKeesport, Mckeesport, PA",,
Meadville Area,Meadville,PA,USA,"Meadville Area, Meadville, PA",,
Mechanicsburg Area,Camp Hill,PA,USA,"Mechanicsburg Area, Camp Hill, PA",,
Mechanicsburg Area,Mechanicsburg,PA,USA,"Mechanicsburg Area, Mechanicsburg, PA",,
Mercersburg Academy,Mercersburg,PA,USA,"Mercersburg Academy, Mercersburg, PA",,
Mercyhurst Preparatory School,Erie,PA,USA,"Mercyhurst Preparatory School, Erie, PA",,
Methacton,Norristown,PA,USA,"Methacton, Norristown, PA",,
Milton,Milton,PA,USA,"Milton, Milton, PA",,
Milton,Philadelphia,PA,USA,"Milton, Philadelphia, PA",,
Milton Hershey School,Carlisle,PA,USA,"Milton Hershey School, Carlisle, PA",,
Milton Hershey School,Hershey,PA,USA,"Milton Hershey School, Hershey, PA",,
Monaca,Monaca,PA,USA,"Monaca, Monaca, PA",,
Monessen,Monessen,PA,USA,"Monessen, Monessen, PA",,
Monsignor Bonner,Drexel Hill,PA,USA,"Monsignor Bonner, Drexel Hill, PA",,
Montour,Mckees Rocks,PA,USA,"Montour, Mckees Rocks, PA",,
Moon Area,Coraopolis,PA,USA,"Moon Area, Coraopolis, PA",,
Mount Carmel,Mount Carmel,PA,USA,"Mount Carmel, Mount Carmel, PA",,
Mount Carmel,Mount Pleasant,PA,USA,"Mount Carmel, Mount Pleasant, PA",,
Mt. Lebanon,Pittsburgh,PA,USA,"Mt. Lebanon, Pittsburgh, PA",,
Muhlenberg,Reading,PA,USA,"Muhlenberg, Reading, PA",,
NA,Catawissa,PA,USA,"NA, Catawissa, PA",,
NA,NA,PA,USA,"NA, NA, PA",,
NA,Philadelphia,PA,USA,"NA, Philadelphia, PA",,
NA,Pittsburgh,PA,USA,"NA, Pittsburgh, PA",,
NA,York,PA,USA,"NA, York, PA",,
Nazareth,Nazareth,PA,USA,"Nazareth, Nazareth, PA",,
Neshaminy,Langhorne,PA,USA,"Neshaminy, Langhorne, PA",,
Neshannock,New Castle,PA,USA,"Neshannock, New Castle, PA",,
Neumann Goretti,Philadelphia,PA,USA,"Neumann Goretti, Philadelphia, PA",,
New Brighton Area,New Brighton,PA,USA,"New Brighton Area, New Brighton, PA",,
New Castle,New Castle,PA,USA,"New Castle, New Castle, PA",,
Norristown Area,Norristown,PA,USA,"Norristown Area, Norristown, PA",,
North Allegheny,Wexford,PA,USA,"North Allegheny, Wexford, PA",,
North Catholic,Pittsburgh,PA,USA,"North Catholic, Pittsburgh, PA",,
North East,North East,PA,USA,"North East, North East, PA",,
North Hills,Pittsburgh,PA,USA,"North Hills, Pittsburgh, PA",,
North Penn,Lansdale,PA,USA,"North Penn, Lansdale, PA",,
North Schuylkill,Ashland,PA,USA,"North Schuylkill, Ashland, PA",,
Northampton Area,Northampton,PA,USA,"Northampton Area, Northampton, PA",,
Northeast,Philadelphia,PA,USA,"Northeast, Philadelphia, PA",,
Northeast Catholic,Philadelphia,PA,USA,"Northeast Catholic, Philadelphia, PA",,
Northern Lehigh,Slatington,PA,USA,"Northern Lehigh, Slatington, PA",,
Northwestern Lehigh,New Tripoli,PA,USA,"Northwestern Lehigh, New Tripoli, PA",,
Norwin,Irwin,PA,USA,"Norwin, Irwin, PA",,
Oil City,Oil City,PA,USA,"Oil City, Oil City, PA",,
Owen J Roberts,Pottstown,PA,USA,"Owen J Roberts, Pottstown, PA",,
Palmyra Area,Palmyra,PA,USA,"Palmyra Area, Palmyra, PA",,
Panther Valley,Lansford,PA,USA,"Panther Valley, Lansford, PA",,
Parkland,Allentown,PA,USA,"Parkland, Allentown, PA",,
Peabody,Pittsburgh,PA,USA,"Peabody, Pittsburgh, PA",,
Pen Argyl Area,Pen Argyl,PA,USA,"Pen Argyl Area, Pen Argyl, PA",,
Penn Hills,Pittsburgh,PA,USA,"Penn Hills, Pittsburgh, PA",,
Penn Manor,Millersville,PA,USA,"Penn Manor, Millersville, PA",,
Penn Trafford,Harrison City,PA,USA,"Penn Trafford, Harrison City, PA",,
Penn Wood,Lansdowne,PA,USA,"Penn Wood, Lansdowne, PA",,
Penncrest,Media,PA,USA,"Penncrest, Media, PA",,
Pennridge,Perkasie,PA,USA,"Pennridge, Perkasie, PA",,
Penns Manor Area,Clymer,PA,USA,"Penns Manor Area, Clymer, PA",,
Pennsbury,Fairless Hills,PA,USA,"Pennsbury, Fairless Hills, PA",,
Perkiomen School,Pennsburg,PA,USA,"Perkiomen School, Pennsburg, PA",,
Perkiomen Valley,Collegeville,PA,USA,"Perkiomen Valley, Collegeville, PA",,
Perry Traditional Academy,Pittsburgh,PA,USA,"Perry Traditional Academy, Pittsburgh, PA",,
Peters Twp,Canonsburg,PA,USA,"Peters Twp, Canonsburg, PA",,
Phoenixville Area,Phoenixville,PA,USA,"Phoenixville Area, Phoenixville, PA",,
Pine-Richland,Gibsonia,PA,USA,"Pine-Richland, Gibsonia, PA",,
Pittston Area,Pittston,PA,USA,"Pittston Area, Pittston, PA",,
Pius X,Bangor,PA,USA,"Pius X, Bangor, PA",,
Plum,Pittsburgh,PA,USA,"Plum, Pittsburgh, PA",,
Plymouth-Whitemarsh,Plymouth Meeting,PA,USA,"Plymouth-Whitemarsh, Plymouth Meeting, PA",,
Pope John Paul II,Royersford,PA,USA,"Pope John Paul II, Royersford, PA",,
Portage Area,Portage,PA,USA,"Portage Area, Portage, PA",,
Pottsgrove,Pottstown,PA,USA,"Pottsgrove, Pottstown, PA",,
Pottstown,Pottstown,PA,USA,"Pottstown, Pottstown, PA",,
Pottsville Area,Pottsville,PA,USA,"Pottsville Area, Pottsville, PA",,
Prep Charter,Philadelphia,PA,USA,"Prep Charter, Philadelphia, PA",,
Quaker Valley,Leetsdale,PA,USA,"Quaker Valley, Leetsdale, PA",,
Quakertown Community,Quakertown,PA,USA,"Quakertown Community, Quakertown, PA",,
Radnor,Wayne,PA,USA,"Radnor, Wayne, PA",,
Reading,Reading,PA,USA,"Reading, Reading, PA",,
Red Land,Lewisberry,PA,USA,"Red Land, Lewisberry, PA",,
Red Lion Area,Red Lion,PA,USA,"Red Lion Area, Red Lion, PA",,
Richland,Johnstown,PA,USA,"Richland, Johnstown, PA",,
Riverside,Ellwood City,PA,USA,"Riverside, Ellwood City, PA",,
Riverside,Taylor,PA,USA,"Riverside, Taylor, PA",,
Riverview,Oakmont,PA,USA,"Riverview, Oakmont, PA",,
Rochester Area,Rochester,PA,USA,"Rochester Area, Rochester, PA",,
Roman Catholic,Philadelphia,PA,USA,"Roman Catholic, Philadelphia, PA",,
Roman Catholic,Wyncote,PA,USA,"Roman Catholic, Wyncote, PA",,
Salisbury School,Glen Mills,PA,USA,"Salisbury School, Glen Mills, PA",,
Saucon Valley,Hellertown,PA,USA,"Saucon Valley, Hellertown, PA",,
Schenley,Pittsburgh,PA,USA,"Schenley, Pittsburgh, PA",,
Scranton,Scranton,PA,USA,"Scranton, Scranton, PA",,
Scranton Prep,Scranton,PA,USA,"Scranton Prep, Scranton, PA",,
Selinsgrove Area,Selinsgrove,PA,USA,"Selinsgrove Area, Selinsgrove, PA",,
Seneca Valley,Harmony,PA,USA,"Seneca Valley, Harmony, PA",,
Seton-La Salle,Pittsburgh,PA,USA,"Seton-La Salle, Pittsburgh, PA",,
Shady Side Academy,Pittsburgh,PA,USA,"Shady Side Academy, Pittsburgh, PA",,
Shaler Area,Pittsburgh,PA,USA,"Shaler Area, Pittsburgh, PA",,
Shanksville-Stonycreek,Schellsburg,PA,USA,"Shanksville-Stonycreek, Schellsburg, PA",,
Sharon,Sharon,PA,USA,"Sharon, Sharon, PA",,
Sharpsville Area,Sharpsville,PA,USA,"Sharpsville Area, Sharpsville, PA",,
Shenandoah Valley,Shenandoah,PA,USA,"Shenandoah Valley, Shenandoah, PA",,
Simon Gratz,Philadelphia,PA,USA,"Simon Gratz, Philadelphia, PA",,
Slippery Rock Area,Slippery Rock,PA,USA,"Slippery Rock Area, Slippery Rock, PA",,
South,East Stroudsburg,PA,USA,"South, East Stroudsburg, PA",,
South Allegheny,Mckeesport,PA,USA,"South Allegheny, Mckeesport, PA",,
South Fayette Twp,Mcdonald,PA,USA,"South Fayette Twp, Mcdonald, PA",,
South Park,South Park,PA,USA,"South Park, South Park, PA",,
South Philadelphia,Philadelphia,PA,USA,"South Philadelphia, Philadelphia, PA",,
South Side,Hookstown,PA,USA,"South Side, Hookstown, PA",,
South Western,Hanover,PA,USA,"South Western, Hanover, PA",,
Southern Columbia,Catawissa,PA,USA,"Southern Columbia, Catawissa, PA",,
Southern Lehigh,Center Valley,PA,USA,"Southern Lehigh, Center Valley, PA",,
Spring Grove Area,Spring Grove,PA,USA,"Spring Grove Area, Spring Grove, PA",,
Springdale,Springdale,PA,USA,"Springdale, Springdale, PA",,
Springfield,Springfield,PA,USA,"Springfield, Springfield, PA",,
Spring-Ford,Royersford,PA,USA,"Spring-Ford, Royersford, PA",,
St John Neumann,Williamsport,PA,USA,"St John Neumann, Williamsport, PA",,
St. Joseph's,Philadelphia,PA,USA,"St. Joseph's, Philadelphia, PA",,
St. Joseph's,Southampton,PA,USA,"St. Joseph's, Southampton, PA",,
State College Area,State College,PA,USA,"State College Area, State College, PA",,
Steel Valley,Homestead,PA,USA,"Steel Valley, Homestead, PA",,
Steel Valley,Pittsburgh,PA,USA,"Steel Valley, Pittsburgh, PA",,
Steelton-Highspire,Harrisburg,PA,USA,"Steelton-Highspire, Harrisburg, PA",,
Sto-Rox,Mckees Rocks,PA,USA,"Sto-Rox, Mckees Rocks, PA",,
Strath Haven,Wallingford,PA,USA,"Strath Haven, Wallingford, PA",,
Strong Vincent,Erie,PA,USA,"Strong Vincent, Erie, PA",,
Stroudsburg,Stroudsburg,PA,USA,"Stroudsburg, Stroudsburg, PA",,
Susquehanna Twp,Harrisburg,PA,USA,"Susquehanna Twp, Harrisburg, PA",,
Susquehannock,New Freedom,PA,USA,"Susquehannock, New Freedom, PA",,
The Hill School,Pottstown,PA,USA,"The Hill School, Pottstown, PA",,
The Kiski School,Saltsburg,PA,USA,"The Kiski School, Saltsburg, PA",,
Thomas Jefferson,Clairton,PA,USA,"Thomas Jefferson, Clairton, PA",,
Thomas Jefferson,Jefferson,PA,USA,"Thomas Jefferson, Jefferson, PA",,
Trinity,Camp Hill,PA,USA,"Trinity, Camp Hill, PA",,
Trinity,Washington,PA,USA,"Trinity, Washington, PA",,
Tyrone Area,Tyrone,PA,USA,"Tyrone Area, Tyrone, PA",,
Uniontown Area,Uniontown,PA,USA,"Uniontown Area, Uniontown, PA",,
Unionville,Kennett Square,PA,USA,"Unionville, Kennett Square, PA",,
United,Armagh,PA,USA,"United, Armagh, PA",,
University Prep,Pittsburgh,PA,USA,"University Prep, Pittsburgh, PA",,
Upper Darby,Drexel Hill,PA,USA,"Upper Darby, Drexel Hill, PA",,
Upper Merion,King Of Prussia,PA,USA,"Upper Merion, King Of Prussia, PA",,
Upper Perkiomen,Pennsburg,PA,USA,"Upper Perkiomen, Pennsburg, PA",,
Upper Saint Clair,Pittsburgh,PA,USA,"Upper Saint Clair, Pittsburgh, PA",,
Valley,New Kensington,PA,USA,"Valley, New Kensington, PA",,
Valley Forge Military Academy (HS),Wayne,PA,USA,"Valley Forge Military Academy (HS), Wayne, PA",,
Valley View,Archbald,PA,USA,"Valley View, Archbald, PA",,
Vincentian Academy/duquesne Univ,Pittsburgh,PA,USA,"Vincentian Academy/duquesne Univ, Pittsburgh, PA",,
Wallenpaupack Area,Hawley,PA,USA,"Wallenpaupack Area, Hawley, PA",,
Warren Area,Warren,PA,USA,"Warren Area, Warren, PA",,
Warwick,Lititz,PA,USA,"Warwick, Lititz, PA",,
Washington,Washington,PA,USA,"Washington, Washington, PA",,
Waynesboro Area,Waynesboro,PA,USA,"Waynesboro Area, Waynesboro, PA",,
West Allegheny,Imperial,PA,USA,"West Allegheny, Imperial, PA",,
West Charlotte,Aliquippa,PA,USA,"West Charlotte, Aliquippa, PA",,
West Chester Bayard Rustin,West Chester,PA,USA,"West Chester Bayard Rustin, West Chester, PA",,
West Chester East,West Chester,PA,USA,"West Chester East, West Chester, PA",,
West Mifflin Area,West Mifflin,PA,USA,"West Mifflin Area, West Mifflin, PA",,
West Perry,Elliottsburg,PA,USA,"West Perry, Elliottsburg, PA",,
West Philadelphia,Philadelphia,PA,USA,"West Philadelphia, Philadelphia, PA",,
West Philadelphia Catholic,Philadelphia,PA,USA,"West Philadelphia Catholic, Philadelphia, PA",,
West Scranton,Scranton,PA,USA,"West Scranton, Scranton, PA",,
Western Beaver County,Industry,PA,USA,"Western Beaver County, Industry, PA",,
Westmont Hilltop,Johnstown,PA,USA,"Westmont Hilltop, Johnstown, PA",,
Whitehall,Whitehall,PA,USA,"Whitehall, Whitehall, PA",,
William Penn,York,PA,USA,"William Penn, York, PA",,
William Penn Charter,Philadelphia,PA,USA,"William Penn Charter, Philadelphia, PA",,
Williamsport Area,Williamsport,PA,USA,"Williamsport Area, Williamsport, PA",,
Williamstown,Abington,PA,USA,"Williamstown, Abington, PA",,
Wilmington,New Wilmington,PA,USA,"Wilmington, New Wilmington, PA",,
Wilson,Reading,PA,USA,"Wilson, Reading, PA",,
Wilson Area,Easton,PA,USA,"Wilson Area, Easton, PA",,
Windber Area,Windber,PA,USA,"Windber Area, Windber, PA",,
Wissahickon,Ambler,PA,USA,"Wissahickon, Ambler, PA",,
Woodland Hills,Pittsburgh,PA,USA,"Woodland Hills, Pittsburgh, PA",,
Wyoming,Pittston,PA,USA,"Wyoming, Pittston, PA",,
Wyoming Seminary Upper School,Kingston,PA,USA,"Wyoming Seminary Upper School, Kingston, PA",,
Wyoming Valley West,Plymouth,PA,USA,"Wyoming Valley West, Plymouth, PA",,
Wyomissing,Reading,PA,USA,"Wyomissing, Reading, PA",,
Alma Academy,Montreal,QC,USA,"Alma Academy, Montreal, QC",,
C̩gep Garneau,Quebec City,QC,USA,"C̩gep Garneau, Quebec City, QC",,
Carnegie Riverside,Montreal,QC,USA,"Carnegie Riverside, Montreal, QC",,
Cegep du Vieux,Montreal,QC,USA,"Cegep du Vieux, Montreal, QC",,
Cegep Garneau,Quebec City,QC,USA,"Cegep Garneau, Quebec City, QC",,
Champlain Regional College,Quebec City,QC,USA,"Champlain Regional College, Quebec City, QC",,
John Abbott College,Sainte-Anne-de-Bellevue,QC,USA,"John Abbott College, Sainte-Anne-de-Bellevue, QC",,
St. Paul,Montreal,QC,USA,"St. Paul, Montreal, QC",,
St. Paul's School,Montreal,QC,USA,"St. Paul's School, Montreal, QC",,
Trinity-Pawling School,Montreal,QC,USA,"Trinity-Pawling School, Montreal, QC",,
Vanier College,Montreal,QC,USA,"Vanier College, Montreal, QC",,
Bayside,Brisbane,QL,USA,"Bayside, Brisbane, QL",,
Bishop Hendricken,Warwick,RI,USA,"Bishop Hendricken, Warwick, RI",,
Classical,Providence,RI,USA,"Classical, Providence, RI",,
East Providence,East Providence,RI,USA,"East Providence, East Providence, RI",,
La Salle Academy,Providence,RI,USA,"La Salle Academy, Providence, RI",,
Ponaganset,North Scituate,RI,USA,"Ponaganset, North Scituate, RI",,
South Kingstown,Wakefield,RI,USA,"South Kingstown, Wakefield, RI",,
St George's School,Newport,RI,USA,"St George's School, Newport, RI",,
A C Flora,Columbia,SC,USA,"A C Flora, Columbia, SC",,
Abbeville,Abbeville,SC,USA,"Abbeville, Abbeville, SC",,
Abbeville Hi,Abbeville,SC,USA,"Abbeville Hi, Abbeville, SC",,
Aiken,Aiken,SC,USA,"Aiken, Aiken, SC",,
Airport,West Columbia,SC,USA,"Airport, West Columbia, SC",,
Airport Hi,West Columbia,SC,USA,"Airport Hi, West Columbia, SC",,
Allendale Fairfax,Fairfax,SC,USA,"Allendale Fairfax, Fairfax, SC",,
Ashley Ridge,Charleston,SC,USA,"Ashley Ridge, Charleston, SC",,
Ashley Ridge,Summerville,SC,USA,"Ashley Ridge, Summerville, SC",,
Aynor Hi,Aynor,SC,USA,"Aynor Hi, Aynor, SC",,
Bamberg Ehrhardt,Bamberg,SC,USA,"Bamberg Ehrhardt, Bamberg, SC",,
Bamberg-Ehrhardt,Bamberg,SC,USA,"Bamberg-Ehrhardt, Bamberg, SC",,
Barnwell,Barnwell,SC,USA,"Barnwell, Barnwell, SC",,
Batesburg-Leesville,Batesburg,SC,USA,"Batesburg-Leesville, Batesburg, SC",,
Battery Creek,Beaufort,SC,USA,"Battery Creek, Beaufort, SC",,
Beaufort,Beaufort,SC,USA,"Beaufort, Beaufort, SC",,
Beaufort,Ladys Island,SC,USA,"Beaufort, Ladys Island, SC",,
Beaufort Christian School,Beaufort,SC,USA,"Beaufort Christian School, Beaufort, SC",,
Belton Honea Path,Honea Path,SC,USA,"Belton Honea Path, Honea Path, SC",,
Ben Lippen School,Columbia,SC,USA,"Ben Lippen School, Columbia, SC",,
Berea,Greenville,SC,USA,"Berea, Greenville, SC",,
Berkeley,Moncks Corner,SC,USA,"Berkeley, Moncks Corner, SC",,
Blacksburg,Blacksburg,SC,USA,"Blacksburg, Blacksburg, SC",,
Blue Ridge,Greer,SC,USA,"Blue Ridge, Greer, SC",,
Bluffton,Bluffton,SC,USA,"Bluffton, Bluffton, SC",,
Blythewood,Blythewood,SC,USA,"Blythewood, Blythewood, SC",,
Blythewood,Columbia,SC,USA,"Blythewood, Columbia, SC",,
Boiling Springs,Boiling Springs,SC,USA,"Boiling Springs, Boiling Springs, SC",,
Boiling Springs Hi,Boiling Springs,SC,USA,"Boiling Springs Hi, Boiling Springs, SC",,
Branchville,Branchville,SC,USA,"Branchville, Branchville, SC",,
Brooklyn Cayce,Cayce,SC,USA,"Brooklyn Cayce, Cayce, SC",,
Broome,Spartanburg,SC,USA,"Broome, Spartanburg, SC",,
Byrnes,Duncan,SC,USA,"Byrnes, Duncan, SC",,
Byrnes,Greenville,SC,USA,"Byrnes, Greenville, SC",,
C E Murray Hi,Greeleyville,SC,USA,"C E Murray Hi, Greeleyville, SC",,
Calhoun County,Saint Matthews,SC,USA,"Calhoun County, Saint Matthews, SC",,
Camden,Camden,SC,USA,"Camden, Camden, SC",,
Cane Bay,Summerville,SC,USA,"Cane Bay, Summerville, SC",,
Carolina,Greenville,SC,USA,"Carolina, Greenville, SC",,
